tmdb_id,imdb_id,title,original_title,release_date,year,original_language,runtime,genres,budget,revenue,popularity,tmdb_vote_average,tmdb_vote_count,production_companies
862551,tt14309446,Me Time,Me Time,2022-08-26,2022,en,105,Comedy,0,0,2.075,5.854,980,Particular Pictures | HartBeat Productions
1019836,tt22042742,Christmas Bloody Christmas,Christmas Bloody Christmas,2022-12-09,2022,en,87,Horror,0,0,2.5564,5.377,232,Channel 83 Films
457232,tt5533370,Lamborghini: The Man Behind the Legend,Lamborghini: The Man Behind the Legend,2022-11-17,2022,en,97,Drama | History,1709686,0,2.209,6.377,675,Iervolino & Lady Bacardi Entertainment | Grindstone Entertainment Group | Lambofilm | Zian Films
1010821,"",Groot Takes a Bath,Groot Takes a Bath,2022-08-10,2022,en,6,Animation | Family | Comedy | Science Fiction,0,0,2.1196,7.138,356,Marvel Studios
837881,tt11198810,She Said,She Said,2022-11-17,2022,en,129,Drama | History,32000000,13900000,2.3672,7.197,677,Plan B Entertainment | Annapurna Pictures | Universal Pictures
869626,tt15339456,Marcel the Shell with Shoes On,Marcel the Shell with Shoes On,2022-06-24,2022,en,90,Animation | Comedy | Drama | Family,6000000,6909209,2.0776,7.664,653,Cinereach | Chiodo Bros. Productions | You Want I Should | Human Woman | Sunbeam TV & Films
754609,tt5151570,Mrs. Harris Goes to Paris,Mrs. Harris Goes to Paris,2022-07-15,2022,en,116,Drama | Comedy | History,0,10370305,1.9494,7.3,475,Superbe Films | Hero Squared | Elysian Films | uMedia | Moonriver TV | National Film Institute Hungary | Entertainment One Features
294793,tt3706352,All the Old Knives,All the Old Knives,2022-04-08,2022,en,101,Thriller | Mystery,0,0,1.5204,6.007,597,Barry Linen Motion Pictures | Chockstone Pictures | Jackson Pictures | Nick Wechsler Productions
846433,tt14857730,The Enforcer,The Enforcer,2022-09-22,2022,en,91,Action | Crime | Drama,1261569,0,1.9748,7.061,471,Born to Burn Films | Millennium Media
736918,tt13007592,The Noel Diary,The Noel Diary,2022-11-24,2022,en,99,Romance | Comedy | Drama,0,0,2.4274,6.284,388,Johnson Production Group | Off Camera Entertainment
732459,tt12610794,Blade of the 47 Ronin,Blade of the 47 Ronin,2022-10-25,2022,en,106,Fantasy,0,0,1.9428,6.43,221,Universal 1440 Entertainment
826769,tt1777606,Rosaline,Rosaline,2022-10-11,2022,en,97,Romance | Drama | Comedy,0,0,2.6848,7.113,318,21 Laps Entertainment | 20th Century Studios
955991,tt13103732,The Offering,The Offering,2022-09-23,2022,en,93,Drama | Horror,0,0,1.4195,6.03,363,Millennium Media
626872,tt11535228,Emergency Declaration,비상선언,2022-08-03,2022,ko,140,Action | Drama | Thriller,18052672,19200000,1.8626,7.496,410,CJeS Studios | MAGNUM9 | Cine Joo | Dexter Studios | Showbox
806368,tt14458442,The Son,The Son,2022-11-10,2022,en,123,Drama,0,3564844,1.7778,6.71,530,Ingenious Media | Film4 Productions | See-Saw Films | Embankment Films | Cross City Films | Inthevoid Production
1013860,tt21094994,R.I.P.D. 2: Rise of the Damned,R.I.P.D. 2: Rise of the Damned,2022-11-15,2022,en,102,Fantasy | Action | Comedy,0,0,2.0444,6.293,646,Universal 1440 Entertainment | Dark Horse Entertainment
818612,tt11426572,Wedding Season,Wedding Season,2022-08-04,2022,en,99,Romance | Comedy,0,0,1.944,6.275,233,Imagine Entertainment | Jax Media | Samosa Stories
960875,tt12683756,The Chalk Line,Jaula,2022-09-09,2022,es,106,Horror | Mystery,0,0,1.8956,6.415,365,Pokeepsie Films
707103,tt12374656,Emily,Emily,2022-10-14,2022,en,130,History | Drama | Romance,0,1859871,2.6064,6.881,240,Tempo Productions | Arenamedia | Ingenious Media | Embankment Films
968739,tt15548032,Dangerous Liaisons,Les liaisons dangereuses,2022-07-08,2022,fr,109,Drama | Romance,0,0,1.7329,5.9,312,Autopilot Entertainment
541134,tt4273800,The Good Nurse,The Good Nurse,2022-10-19,2022,en,121,Drama | Crime | Mystery,0,0,2.0322,6.877,1361,Protozoa Pictures | FilmNation Entertainment
759175,tt13406136,The Princess,The Princess,2022-06-16,2022,en,94,Action | Fantasy,0,0,2.2686,6.808,824,20th Century Studios | Original Film
615469,tt9783600,Spiderhead,Spiderhead,2022-06-17,2022,en,107,Science Fiction | Thriller,0,0,1.7805,5.786,1678,Grand Electric | The New Yorker Studios
943221,tt15847880,Evil Eye,Mal de ojo,2022-09-22,2022,es,100,Horror,1704500,0,1.994,6.7,253,Film Tank | Cinépolis Producciones | Cinema Máquina
829165,tt12754776,Natural Born Liar,Menteur,2022-07-13,2022,fr,93,Comedy,0,0,2.7907,5.076,230,Pathé | Gaumont | M6 Films
751237,tt13235822,Umma,Umma,2022-03-18,2022,en,83,Horror | Mystery,3000000,2100000,2.2122,5.339,317,Raimi Productions | Stage 6 Films | Starlight Media
927855,tt14486678,Love Tactics,Aşk Taktikleri,2022-02-11,2022,tr,97,Romance | Comedy,0,0,1.7276,7.1,322,Lanistar Media
895744,tt15374070,Studio 666,Studio 666,2022-02-24,2022,en,106,Horror | Comedy | Music,0,3018515,1.6041,5.9,327,Roswell Films | Therapy Studios
879444,tt9669176,Accident Man: Hitman's Holiday,Accident Man: Hitman's Holiday,2022-10-14,2022,en,96,Action | Comedy | Crime,0,0,2.1167,6.683,224,Six Demon Films
751741,tt13623880,Night at the Museum: Kahmunrah Rises Again,Night at the Museum: Kahmunrah Rises Again,2022-12-08,2022,en,77,Animation | Comedy | Family | Fantasy,0,0,2.2173,6.4,272,21 Laps Entertainment | 1492 Pictures | Walt Disney Pictures
762968,tt13327038,Do Revenge,Do Revenge,2022-09-14,2022,en,118,Comedy | Thriller | Romance,0,0,2.4601,6.39,945,Likely Story
830788,tt12873562,The Invitation,The Invitation,2022-08-24,2022,en,105,Horror | Thriller,10000000,33628000,1.7749,6.012,921,Screen Gems | Latchkey Productions
752564,tt10545696,Maigret,Maigret,2022-02-23,2022,fr,88,Mystery | Drama,7000000,5934907,2.0936,5.771,271,Ciné-@ | F Comme Film | SND | SCOPE Pictures | M6
876792,tt15467380,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,劇場版 転生したらスライムだった件 紅蓮の絆編,2022-11-25,2022,ja,108,Animation | Fantasy | Adventure,0,11628645,1.8611,7.36,421,8bit | Bandai Namco Filmworks | Sony Music Solutions | Bandai Spirits | Kodansha | MICRO MAGAZINE | Bandai Namco Music Live | BS11 | ADK Marketing Solutions | Nippon Television Network Corporation | Lantis
790142,tt13989030,The Royal Treatment,The Royal Treatment,2022-01-20,2022,en,96,Romance | Comedy,0,0,1.843,6.7,789,Calabrian Rhode Productions | Focus Features
810171,tt4081630,The Valet,The Valet,2022-05-11,2022,en,124,Comedy | Romance,0,0,3.5139,7.492,625,3Pas Studios | Lionsgate
615904,tt10223460,Marry Me,Marry Me,2022-02-09,2022,en,112,Romance | Comedy | Music,23000000,44000000,1.9235,6.623,1074,Nuyorican Productions | Perfect World Pictures | Kung Fu Monkey Productions
892515,tt14534796,Masquerade,Mascarade,2022-11-01,2022,fr,142,Comedy | Crime | Drama | Romance,14000000,6667598,2.1809,6.8,453,Les Films du Kiosque | Orange Studio | Pathé | TF1 Films Production | Canal+ | Ciné+ | uMedia
800345,tt21237030,Carter,카터,2022-08-05,2022,ko,132,Action | Thriller | Crime,0,0,2.272,6,402,Apeitda
665828,tt11541872,Bigbug,Bigbug,2022-02-11,2022,fr,110,Science Fiction | Comedy,14000000,0,2.1145,5.292,452,Eskwad | Gaumont | Tapioca Films
816977,tt14502344,They/Them,They/Them,2022-07-24,2022,en,104,Horror | Mystery,0,0,1.9555,4.714,243,Blumhouse Productions
912598,tt16360006,Bubble,バブル,2022-02-14,2022,ja,101,Animation | Adventure | Science Fiction | Fantasy,0,0,1.7317,7.339,456,WIT STUDIO | Story | Nitroplus | Lawson Entertainment | Straight Edge | Warner Bros. Japan
831946,tt14174940,Interceptor,Interceptor,2022-05-26,2022,en,98,Action | Thriller | Adventure,0,0,1.8581,6.049,794,Ambience Entertainment | Foryor Entertainment
852448,tt15083184,I Came By,I Came By,2022-08-19,2022,en,110,Crime | Thriller,0,0,1.9163,6.264,808,XYZ Films | Two & Two Pictures | Film4 Productions | New Regency Pictures
890980,tt13229894,God's Crooked Lines,Los renglones torcidos de Dios,2022-10-06,2022,es,155,Drama | Mystery | Thriller,0,0,1.5265,7.305,782,Nostromo Pictures | Atresmedia | Warner Bros. Entertainment España | TV3 | Filmayer | Orange
825808,tt11209212,See for Me,See for Me,2022-01-07,2022,en,92,Crime | Horror | Thriller,0,55191,1.8577,6,235,Wildling Pictures | Di Brina Film
804251,tt11930126,Alcarràs,Alcarràs,2022-04-29,2022,ca,115,Drama,10250000,3324521,1.7243,6.78,215,Avalon | Vilaüt Films | Kino Produzioni | Elastica Films
683340,tt11976532,Vengeance,Vengeance,2022-07-29,2022,en,108,Comedy | Mystery | Thriller,0,4225720,1.3786,6.582,437,Blumhouse Productions | Focus Features | Divide / Conquer
736732,tt13056052,Broker,브로커,2022-06-08,2022,ko,129,Drama | Comedy | Crime,0,18632208,1.6114,7.178,513,Zip Cinema | CJ Entertainment
928381,tt14465894,Restless,Sans répit,2022-02-25,2022,fr,95,Action | Thriller | Crime,0,0,1.6468,6.095,407,Bright Lights Films | uMedia | Mahi Films
778810,tt8354218,Fireheart,Fireheart,2022-01-16,2022,en,92,Animation | Adventure | Family | Comedy,0,0,1.6631,7.2,283,Entertainment One | Anton Capital Entertainment | Main Journey | Caramel Films | L'Atelier Animation | SND
1007401,tt21477618,Mortal Kombat Legends: Snow Blind,Mortal Kombat Legends: Snow Blind,2022-10-09,2022,en,82,Animation | Action | Fantasy,0,0,1.6846,7.814,218,Warner Bros. Animation
823951,tt14542254,November,Novembre,2022-10-05,2022,fr,105,Crime | Drama | Thriller,17700000,18114769,1.5942,7.058,856,Chi-Fou-Mi Productions | Récifilms | uMedia | France 2 Cinéma | StudioCanal
843380,tt14895206,Dead for a Dollar,Dead for a Dollar,2022-09-30,2022,en,106,Western | Thriller | Action,0,81403,2.2094,5.82,284,"Chaos, a Film Company | Polaris Pictures | Myriad Pictures | McMaster/Dunn Productions | Lone Wolf | Cinephile Productions"
809140,tt14439896,Father Stu,Father Stu,2022-04-13,2022,en,124,Drama,4000000,21591034,1.6014,7.153,692,Municipal Pictures | Palm Drive Productions
836009,tt13873302,Against the Ice,Against the Ice,2022-02-10,2022,en,101,Drama | Adventure | History,0,0,1.7273,6.779,589,RVK Studios | Ill Kippers
1027014,tt10687116,Entergalactic,Entergalactic,2022-09-28,2022,en,93,Animation | Romance | Music,0,0,1.673,7.675,460,Khalabo Ink Society | Mad Solar | DNEG
883083,tt8296030,You Won't Be Alone,You Won't Be Alone,2022-04-01,2022,mk,108,Horror | Drama,0,125000,1.169,6.589,342,Causeway Films | Head Gear Films | Metrol Technology
591120,tt17491040,The Pirates: The Last Royal Treasure,해적: 도깨비 깃발,2022-01-26,2022,ko,126,Action | Adventure | Comedy | Fantasy,19597380,10247262,1.6518,6.557,219,Oscar 10 Studio | ANEW | Lotte Entertainment
892153,tt15831226,Tom and Jerry Cowboy Up!,Tom and Jerry Cowboy Up!,2022-01-24,2022,en,75,Animation | Comedy | Family | Western,0,0,1.2558,6.9,444,Warner Bros. Animation
833417,tt13269580,Full Time,À plein temps,2022-03-16,2022,fr,88,Drama,3000000,42566,1.549,7.034,306,Novoprod | France 2 Cinéma | Haut et Court
778855,tt12532368,Chickenhare and the Hamster of Darkness,Chickenhare and the Hamster of Darkness,2022-02-16,2022,en,91,Animation | Adventure | Comedy | Family | Fantasy,20000000,0,1.8989,7.3,275,Dark Horse Entertainment | Octopolis | nWave Pictures | Canal+ | Ciné+
809107,tt14301252,Z-O-M-B-I-E-S 3,Z-O-M-B-I-E-S 3,2022-07-09,2022,en,88,Fantasy | Comedy | Family | TV Movie,36000000,0,1.3697,7.321,433,Bloor Street Productions | Resonate Entertainment | Disney Branded Television
804413,tt14813212,The Munsters,The Munsters,2022-09-27,2022,en,110,Comedy | Fantasy,0,0,1.7644,5.598,264,Universal 1440 Entertainment
760868,tt6708668,Black Crab,Svart krabba,2022-03-18,2022,sv,109,Action | Thriller,0,0,1.5614,6.228,888,Indio Film
960258,tt12550376,Shark Bait,Shark Bait,2022-05-13,2022,en,87,Horror | Thriller | Action | Adventure,5000000,1824152,1.5067,5.718,346,Altitude Film Sales | Ingenious Media
948276,tt14465706,Lost Bullet 2,Balle perdue 2,2022-11-10,2022,fr,98,Action | Crime | Thriller | Drama,0,0,1.6392,6.507,460,Nolita | Versus Production | Inoxy Films
814340,tt14376344,Cha Cha Real Smooth,Cha Cha Real Smooth,2022-06-17,2022,en,108,Comedy | Drama | Romance,0,0,1.5204,7.112,379,Picturestart | TeaTime Pictures | Endeavor Content
723419,tt12908110,Mr. Harrigan's Phone,Mr. Harrigan's Phone,2022-09-28,2022,en,105,Drama | Horror | Mystery,0,0,1.2481,6.397,909,Ryan Murphy Television | Blumhouse Television
873126,tt15229674,My Name Is Vendetta,Il mio nome è vendetta,2022-11-30,2022,it,90,Action | Crime | Adventure | Thriller,0,0,1.5586,6.63,631,Colorado Film
860159,tt15096128,Crush,Crush,2022-04-29,2022,en,92,Comedy | Romance,0,0,2.2936,7.411,473,Animal Pictures | American High | Depth of Field | LD Entertainment | 3 Arts Entertainment
696157,tt12193804,Whitney Houston: I Wanna Dance with Somebody,Whitney Houston: I Wanna Dance with Somebody,2022-12-20,2022,en,144,Music | History | Drama,50000000,59800000,1.4262,7.013,501,Compelling Pictures | Black Label Media | TriStar Pictures | West Madison Entertainment | Muse of Fire | Primary Wave Music
724665,tt12718300,"Confess, Fletch","Confess, Fletch",2022-09-16,2022,en,99,Comedy | Mystery | Crime,20000000,500000,1.2439,6.213,369,Miramax
928344,tt17076046,Weird: The Al Yankovic Story,Weird: The Al Yankovic Story,2022-09-08,2022,en,108,Music | Comedy,12000000,0,1.5391,6.715,547,Tango Entertainment | Funny or Die | Ear Booker Productions | Famous Andy's
805327,tt14298328,Look Both Ways,Look Both Ways,2022-08-16,2022,en,110,Romance | Drama | Comedy,0,0,1.4297,6.87,704,Screen Arcade | CatchLight Studios
991814,tt21250176,Re/Member,カラダ探し,2022-10-14,2022,ja,103,Horror | Thriller,0,0,1.4099,6.739,234,Warner Bros. Japan | Robot Communications
656663,tt11466222,Jackass Forever,Jackass Forever,2022-02-01,2022,en,96,Action | Comedy | Documentary,10000000,80340218,1.3528,6.807,864,Paramount Pictures | MTV Entertainment Studios | Dickhouse Productions
880313,tt15189534,The Wrath of God,La ira de Dios,2022-06-15,2022,es,97,Thriller | Drama,0,0,1.4153,6.352,209,Buffalo Films
683328,tt15528292,The Big 4,The Big 4,2022-12-19,2022,id,141,Action | Comedy | Crime | Thriller,0,0,1.7146,6.784,209,Frontier Pictures
522927,tt3696180,The Forgiven,The Forgiven,2022-07-01,2022,en,117,Drama,0,0,1.395,5.706,245,House of Un-American Activities | Brookstreet Pictures | Assemble Media | Kasbah Films | Lipsync Productions | Roadside Attractions | Vertical | Focus Features | Film4 Productions | BFI
585378,tt8633464,After Yang,After Yang,2022-03-04,2022,en,96,Science Fiction | Drama,0,131465,1.3842,6.382,479,A24 | Cinereach | Per Capita Productions
889699,tt18550140,Holy Spider,عنکبوت مقدس,2022-07-13,2022,fa,118,Thriller | Drama | Crime,0,1252637,1.3642,7.274,483,Profile Pictures | One Two Films | Nordisk Film Sweden | Film i Väst | Why Not Productions | ZDF/Arte | ARTE France Cinéma | The Imaginarium Films | Rotor Film
811631,tt14060232,Infinite Storm,Infinite Storm,2022-03-25,2022,en,97,Thriller | Adventure | Drama | Mystery,4749917,1707067,1.1757,5.739,327,Maven Screen Media | JamTart Productions | Stage 6 Films | Off Media | dFlights | Studio Orka
828853,tt18258584,Jackass 4.5,Jackass 4.5,2022-05-20,2022,en,90,Comedy | Action,0,0,1.6346,6.4,375,Dickhouse Productions | Paramount Pictures | MTV Entertainment Studios | Housefull
664996,tt7978758,Apollo 10½: A Space Age Childhood,Apollo 10½: A Space Age Childhood,2022-03-24,2022,en,97,Animation | Comedy | Drama,0,0,1.2096,7.051,305,Detour Filmproduction | Submarine
886396,tt21197740,Batman and Superman: Battle of the Super Sons,Batman and Superman: Battle of the Super Sons,2022-10-17,2022,en,80,Animation | Action | Science Fiction,0,0,1.3598,7.643,336,Warner Bros. Animation | DC Entertainment
829410,tt14642626,Sick,Sick,2022-09-11,2022,en,83,Horror | Mystery,0,0,1.1884,6.138,318,Miramax | Outerbanks Entertainment | Blumhouse Productions
916605,tt15275256,The Infernal Machine,The Infernal Machine,2022-09-23,2022,en,107,Thriller | Mystery,0,0,1.3091,6.218,282,Filmology Finance | Moviebox
778106,tt14506528,Along for the Ride,Along for the Ride,2022-05-06,2022,en,106,Romance | Drama,0,0,1.116,6.704,365,Screen Arcade
788752,tt13051810,Viking Wolf,Vikingulven,2022-11-18,2022,no,97,Horror | Thriller | Mystery,0,0,1.3271,5.781,358,Filmkameratene | REinvent Studios
840882,tt14817272,The Weekend Away,The Weekend Away,2022-03-03,2022,en,90,Thriller | Mystery,0,0,1.686,6,773,42
960704,tt18671660,Fullmetal Alchemist: The Final Alchemy,鋼の錬金術師 完結編 最後の錬成,2022-06-24,2022,ja,142,Action | Adventure | Fantasy,0,754638,1.4851,6.314,207,Warner Bros. Japan | Square Enix | OXYBOT | J Storm | KDDI | Aniplex | Stardust Pictures | MBS
913823,tt16227014,Fire of Love,Fire of Love,2022-07-06,2022,en,93,Documentary,0,1695072,0.9271,7.522,230,Sandbox Films | Cottage M | Intuitive Pictures | National Geographic Documentary Films | National Geographic
989937,tt17677744,The Seven Deadly Sins: Grudge of Edinburgh Part 1,七つの大罪 怨嗟のエジンバラ 前編,2022-12-20,2022,ja,52,Animation | Fantasy | Adventure | Action,0,0,1.6772,7.693,285,Marvy Jack | Alfred Imageworks
614939,tt9731598,Bros,Bros,2022-09-30,2022,en,115,Comedy | Romance,22000000,14781779,1.4002,6.662,551,Universal Pictures | Apatow Productions | Stoller Global Solutions
848685,tt15006566,The Beasts,As bestas,2022-07-20,2022,fr,138,Thriller | Drama,3900000,10238603,1.1809,7.488,857,Le Pacte | Arcadia Motion Pictures | Caballo Films | Cronos Entertainment AIE | TVE
517302,tt12519030,Hatching,Pahanhautoja,2022-03-04,2022,fi,87,Horror | Fantasy | Drama,3896000,508000,1.2115,6.229,467,Silva Mysterium | uMedia | Film i Väst | HOBAB | Evil Doghouse Productions
615952,tt10343028,Armageddon Time,Armageddon Time,2022-10-28,2022,en,114,Drama,15000000,6524886,1.1635,6.445,481,RT Features | Spacemaker Productions | Keep Your Head Productions | MadRiver Pictures | Focus Features
1010818,tt13820496,Groot's First Steps,Groot's First Steps,2022-08-10,2022,en,6,Animation | Family | Comedy | Science Fiction,0,0,1.1936,7,366,Luma Pictures | Marvel Studios
936074,tt15740736,Tenor,Ténor,2022-05-04,2022,fr,100,Comedy | Drama | Music,0,0,1.2458,7.024,357,Firstep | Darka Movies | StudioCanal
931954,tt15676664,Venus,Venus,2022-12-02,2022,es,101,Drama | Horror | Thriller,0,0,1.1283,6.218,264,Pokeepsie Films
960700,tt18671386,Fullmetal Alchemist: The Revenge of Scar,鋼の錬金術師 完結編 復讐者スカー,2022-05-20,2022,ja,125,Fantasy | Action | Adventure,0,0,1.0249,6.542,238,Warner Bros. Japan | OXYBOT | Square Enix | J Storm | KDDI | Aniplex | Stardust Pictures | MBS
990691,tt14592948,Loving Adults,Kærlighed for voksne,2022-08-26,2022,da,106,Thriller,0,0,1.0634,6.297,348,SF Studios
477462,tt12390572,The Twin,The Twin,2022-04-06,2022,en,109,Horror | Mystery,2620000,492000,0.7733,5.814,236,Don Films
764835,tt13133936,The Desperate Hour,The Desperate Hour,2022-02-17,2022,en,84,Thriller,0,0,1.2256,6,460,Boies/Schiller Film Group | Untapped | Limelight | Stratagem Pictures
396194,tt3031654,Ennio,Ennio,2022-02-17,2022,it,156,Documentary | Music | History,0,4332386,1.0588,8.303,363,Potemkino | Piano B | Lucky Red | Blossoms Island | Block 2 Pictures | GAGA Corporation
744114,tt13139228,My Policeman,My Policeman,2022-10-20,2022,en,113,Drama | Romance,0,0,1.0166,7.621,746,Amazon Studios | Berlanti Productions | Independent
511817,tt5181830,Wendell & Wild,Wendell & Wild,2022-10-21,2022,en,105,Animation | Comedy | Fantasy | Horror,0,0,1.0295,6.6,365,The Gotham Group | Monkeypaw Productions
799546,tt4595186,Luckiest Girl Alive,Luckiest Girl Alive,2022-09-30,2022,en,113,Drama | Thriller | Mystery,0,0,1.571,6.538,891,Orchard Farm Productions | Made Up Stories | Picturestart
936960,tt15824322,Christmas with You,Christmas with You,2022-11-17,2022,en,91,Romance | Comedy,0,0,1.3406,5.819,229,GMT Films
988046,tt21059520,Girl in the Picture,Girl in the Picture,2022-07-06,2022,en,101,Documentary,0,0,1.1165,7.13,277,All3Media America | Top Knot Films | Main Event Media
828947,tt14145426,Beavis and Butt-Head Do the Universe,Beavis and Butt-Head Do the Universe,2022-06-23,2022,en,86,Animation | Comedy | Science Fiction | TV Movie,0,0,1.1734,6.944,243,MTV Entertainment Studios | Titmouse | Judgemental Films | 3 Arts Entertainment
864959,tt15289240,The Curse of Bridge Hollow,The Curse of Bridge Hollow,2022-10-14,2022,en,89,Adventure | Comedy | Horror | Family,0,0,0.9744,6.54,497,Ugly Baby Productions
1005776,tt21651560,V/H/S/99,V/H/S/99,2022-09-15,2022,en,109,Horror | Thriller,0,0,1.1799,5.88,337,Bloody Disgusting | Studio71 | Cinepocalypse | Radio Silence | Brainfeeder Films
838484,tt11514780,Choose or Die,Choose or Die,2022-04-15,2022,en,85,Horror | Thriller | Science Fiction,0,0,1.0449,5.3,842,Anton | Stigma Films
1015606,tt21860836,Obi-Wan Kenobi: A Jedi's Return,Obi-Wan Kenobi: A Jedi's Return,2022-09-07,2022,en,60,Documentary,0,0,1.3191,6.797,1000,Lucasfilm Ltd. | Supper Club
974691,tt15783698,South Park the Streaming Wars,South Park the Streaming Wars,2022-06-01,2022,en,49,Animation | Comedy | TV Movie,0,0,1.0684,7.2,268,MTV Entertainment Studios
838330,tt14814040,Not Okay,Not Okay,2022-07-29,2022,en,103,Comedy | Drama,0,0,0.9349,6.3,489,Makeready | Searchlight Pictures
801071,tt12764628,The Jack in the Box: Awakening,The Jack in the Box: Awakening,2022-02-24,2022,en,89,Horror,0,1147001,1.5101,6.3,372,Fowler Media
887357,tt20192230,Green Lantern: Beware My Power,Green Lantern: Beware My Power,2022-05-19,2022,en,87,Animation | Action | Science Fiction | Fantasy,0,0,1.0052,6.74,248,DC Entertainment | Warner Bros. Animation
957457,tt9883832,Moonage Daydream,Moonage Daydream,2022-09-15,2022,en,135,Documentary | Music,0,10680627,0.7264,7.506,245,BMG | Live Nation Productions | Public Road Productions
872497,tt11540726,Resurrection,Resurrection,2022-07-29,2022,en,104,Drama | Horror | Mystery,0,159780,0.839,5.978,230,Secret Engine | Square Peg | Tango Entertainment | Rosetory
826680,tt14592998,The Railway Children Return,The Railway Children Return,2022-07-15,2022,en,95,Drama | Family | Adventure,0,457433,1.0557,6.5,262,StudioCanal UK
934761,tt15215512,A Perfect Pairing,A Perfect Pairing,2022-05-19,2022,en,101,Comedy | Romance,0,0,0.9733,6.8,582,DAE Light Media | Hoodlum Entertainment | Front Row Films
785398,tt19652910,EO,IO,2022-09-30,2022,pl,88,Drama | Adventure,0,1068353,0.9185,6.5,393,Skopia Film | Alien Films | HAKA Films | MiC
926980,tt14637290,The Privilege,Das Privileg - Die Auserwählten,2022-02-09,2022,de,107,Horror,0,0,0.7991,5.186,288,Bavaria Fiction
759054,tt11242162,Rise,Rise,2022-06-23,2022,en,113,Drama,0,0,0.9483,7.6,296,Walt Disney Pictures | Faliro House Productions | NBA Entertainment
952701,tt19719836,Return to Seoul,Retour à Séoul,2022-11-18,2022,fr,119,Drama,0,1594998,0.7338,6.3,464,Aurora Films | Vandertastic Films | Frakas Productions | Visual Walkabout | MereCinema | Anti-Archive | VOO | BeTV
923632,tt14992922,The Tinder Swindler,The Tinder Swindler,2022-02-02,2022,en,114,Documentary | Crime,0,0,0.8217,6.969,1060,AGC Studios | RAW | Gaspin Media
788977,tt15452062,Cairo Conspiracy,صبي من الجنة,2022-10-26,2022,sv,121,Thriller,7047000,3646605,0.9658,6.711,265,Atmo Production | Memento Films Production | Bufo | ARTE France Cinéma | Final Cut for Real | Mikael Ahlström Films | Haymaker | Film i Väst | SVT
1000938,tt21149522,The Price of Family,Natale a tutti i costi,2022-12-19,2022,it,90,Comedy,0,0,1.733,6.469,228,Indiana Production | Sony Pictures International Productions
771077,tt13531468,Rise,En corps,2022-03-30,2022,fr,117,Comedy | Drama | Family,7780000,11196824,0.8007,7.383,450,Ce qui me meut | France 2 Cinéma | StudioCanal | Panache Productions | La Compagnie Cinématographique
801965,tt12311620,Breaking,Breaking,2022-08-25,2022,en,103,Crime | Drama | Thriller,0,2805642,0.9953,6.5,207,Salmira Productions | Little Lamb Productions | Epic | UpperRoom Productions
685691,tt14176542,"BARDO, False Chronicle of a Handful of Truths","Bardo, falsa crónica de unas cuantas verdades",2022-10-27,2022,es,159,Comedy | Drama,0,0,1.0051,6.865,252,M Productions | Redrum
1010819,tt14923328,The Little Guy,The Little Guy,2022-08-10,2022,en,6,Animation | Family | Comedy | Science Fiction,0,0,1.0332,7.327,280,Marvel Studios
670243,tt10545704,"Farewell, Mr. Haffmann",Adieu Monsieur Haffmann,2022-01-12,2022,fr,115,History | Drama,0,0,0.8766,6.9,269,Vendôme Production | Daidai Films | France 2 Cinéma | Pathé | Belga Productions
745376,tt4181158,"Hello, Goodbye, and Everything in Between","Hello, Goodbye, and Everything in Between",2022-07-05,2022,en,83,Romance | Drama,0,0,0.7463,6.2,261,ACE Entertainment
925102,tt16953666,The Night of the 12th,La Nuit du 12,2022-07-13,2022,fr,114,Crime | Mystery | Drama,0,3467232,0.6441,6.954,725,Haut et Court | Versus Production | Auvergne-Rhône-Alpes Cinéma | RTBF | VOO | BeTV | Proximus
975120,tt16452664,Padre no hay más que uno 3,Padre no hay más que uno 3,2022-07-15,2022,es,98,Comedy | Family,0,0,0.8384,7.578,269,Bowfinger | Atresmedia | Sony Pictures International Productions | Mogambo Films
566805,tt2943178,Mad Heidi,Mad Heidi,2022-11-24,2022,en,92,Action | Adventure | Comedy | Fantasy | Horror,2600000,0,0.7079,5.7,243,Swissploitation Films | A Film Company
979163,tt16026684,Beyond Infinity: Buzz and the Journey to Lightyear,Beyond Infinity: Buzz and the Journey to Lightyear,2022-06-10,2022,en,35,Documentary,0,0,0.6598,7.031,240,Pixar
850018,tt15033192,Windfall,Windfall,2022-03-11,2022,en,93,Thriller | Crime | Drama,0,0,0.8899,5.483,458,High Frequency Entertainment | Case Study Films | Mutressa Movies
950445,tt18555320,Return to Space,Return to Space,2022-04-07,2022,en,128,Documentary,0,0,0.5659,6.536,660,Little Monster Films
934756,tt15463032,Love in the Villa,Love in the Villa,2022-09-01,2022,en,114,Romance | Comedy,0,0,0.6588,6.024,382,Grumpy Entertainment | Off Camera Entertainment
968438,tt15521050,Love & Gelato,Love & Gelato,2022-06-22,2022,en,112,Romance | Comedy | Drama,0,0,0.5858,5.405,236,HT Film
587092,tt10483152,Unicorn Wars,Unicorn Wars,2022-10-21,2022,es,93,Action | Animation | Fantasy | Horror | War,0,28809,0.6086,7.54,202,UniKo | Schmuby Productions | Autour de Minuit | Panique! | Abano Productions | TVE
1010820,tt21316834,Groot's Pursuit,Groot's Pursuit,2022-08-10,2022,en,6,Animation | Family | Comedy | Science Fiction,0,0,0.7434,7.1,276,Marvel Studios
