"title","year","decade","genre_main","imdb_weighted_rating","budget","revenue","profit","profitability","log_budget","log_revenue","tag"
"The Sum of All Fears",2002,"2000s","Thriller",6.49742695014611,6.8e+07,193921372,125921372,1.85178488235294,7.83250891270624,8.28762567514461,"Intermedia"
"Under Suspicion",2000,"2000s","Thriller",6.39213548138772,2.5e+07,1308242,-23691758,-0.94767032,7.39794000867204,6.11668808767581,"Intermedia"
"Along Came a Spider",2001,"2000s","Crime",6.39763507989843,6e+07,105200000,45200000,0.753333333333333,7.77815125038364,8.02201573981772,"Intermedia"
"Dil Se..",1998,"1990s","Drama",7.46064087419424,5200000,1.3e+07,7800000,1.5,6.7160033436348,7.11394335230684,"Intermedia"
"Duplicate",1998,"1990s","Action",5.65442858237498,4500000,1e+07,5500000,1.22222222222222,6.65321251377534,7,"Intermedia"
"Stuart Little",1999,"1990s","Family",6.00097469881451,1.33e+08,300135367,167135367,1.25665689473684,8.12385164096709,8.47731717432501,"Intermedia"
"Ringmaster",1998,"1990s","Comedy",3.82143389812969,3500000,9247881,5747881,1.64225171428571,6.54406804435028,6.96604223269239,"Intermedia"
"Black and White",1999,"1990s","Drama",5.16044088681738,1e+07,5241315,-4758685,-0.4758685,7,6.71944026133412,"Baja calidad + poco rentable"
"Detroit Rock City",1999,"1990s","Comedy",6.78528564836054,6500000,4217115,-2282885,-0.351213076923077,6.81291335664286,6.6250154443121,"Intermedia"
"Ghost Dog: The Way of the Samurai",1999,"1990s","Crime",7.48703512308585,2e+06,9392768,7392768,3.696384,6.30102999566398,6.97279359545868,"Intermedia"
"The Limey",1999,"1990s","Crime",6.88067661795085,1e+07,3204663,-6795337,-0.6795337,7,6.50578236616824,"Intermedia"
"Romeo Must Die",2000,"2000s","Action",6.1007132798728,2.5e+07,91036760,66036760,2.6414704,7.39794000867204,7.95921679277726,"Intermedia"
"Sinbad: Legend of the Seven Seas",2003,"2000s","Family",6.78999541918419,6e+07,80767884,20767884,0.3461314,7.77815125038364,7.90723870515245,"Intermedia"
"Bones",2001,"2000s","Horror",4.67017937966196,1e+07,7316658,-2683342,-0.2683342,7,6.86431275543191,"Baja calidad + poco rentable"
"East Is East",1999,"1990s","Drama",6.86574204471509,3800000,28200000,24400000,6.42105263157895,6.57978359661681,7.45024910831936,"Intermedia"
"Monkeybone",2001,"2000s","Adventure",4.86441705446635,7.5e+07,5409517,-69590483,-0.927873106666667,7.8750612633917,6.73315848994962,"Baja calidad + poco rentable"
"Waking Ned",1998,"1990s","Comedy",7.26240960316482,3e+06,43515982,40515982,13.5053273333333,6.47712125471966,7.63864878844134,"Intermedia"
"Anna and the King",1999,"1990s","Drama",6.68676229981704,7.5e+07,113996937,38996937,0.51995916,7.8750612633917,8.05689318237271,"Intermedia"
"Spirit: Stallion of the Cimarron",2002,"2000s","Animation",7.1888757715019,8e+07,122563539,42563539,0.5320442375,7.90308998699194,8.08836129264412,"Intermedia"
"The Straight Story",1999,"1990s","Drama",7.98292925065678,1e+07,6418028,-3581972,-0.3581972,7,6.80740160746484,"Alta calidad + poco rentable"
"Mulholland Drive",2001,"2000s","Thriller",7.89585497670732,1.5e+07,20289986,5289986,0.352665733333333,7.17609125905568,7.30728174737219,"Alta calidad + poco rentable"
"Music of the Heart",1999,"1990s","Drama",6.66310106537307,2.7e+07,14859394,-12140606,-0.449652074074074,7.43136376415899,7.17200109826557,"Intermedia"
"Hellboy",2004,"2000s","Fantasy",6.89797761839911,6.6e+07,99318987,33318987,0.504833136363636,7.81954393554187,7.99703228133607,"Intermedia"
"I Dreamed of Africa",2000,"2000s","Romance",5.69120296041582,3.4e+07,14400327,-19599673,-0.576460970588235,7.53147891704226,7.15837235408714,"Baja calidad + poco rentable"
"The Lord of the Rings: The Return of the King",2003,"2000s","Adventure",8.99866458114597,9.4e+07,1118888979,1024888979,10.9030742446809,7.9731278535997,9.04878699609074,"Alta calidad + muy rentable"
"The Lord of the Rings: The Two Towers",2002,"2000s","Adventure",8.79862528742718,7.9e+07,926287400,847287400,10.7251569620253,7.89762709129044,8.96674575651852,"Alta calidad + muy rentable"
"The Sixth Sense",1999,"1990s","Mystery",8.19818772148737,4e+07,672800000,632800000,15.82,7.60205999132796,8.82788598278986,"Alta calidad + muy rentable"
"Superstar",1999,"1990s","Comedy",5.24263174733241,1.4e+07,30636478,16636478,1.18831985714286,7.14612803567824,7.48623883690433,"Intermedia"
"Thunderbirds",2004,"2000s","Action",4.41593668849415,5.7e+07,28283637,-28716363,-0.503795842105263,7.75587485567249,7.45153525475252,"Baja calidad + poco rentable"
"The Best Man",1999,"1990s","Drama",6.66021437735368,9e+06,34573780,25573780,2.84153111111111,6.95424250943933,7.53874686416483,"Intermedia"
"Dancer in the Dark",2000,"2000s","Drama",7.88589827696389,12500000,40061153,27561153,2.20489224,7.09691001300806,7.60272344456644,"Intermedia"
"Antwone Fisher",2002,"2000s","Drama",7.27231831941119,12500000,23400000,10900000,0.872,7.09691001300806,7.36921585741014,"Intermedia"
"Help! I'm a Fish",2000,"2000s","Adventure",6.10617025267305,1.8e+07,5600000,-12400000,-0.688888888888889,7.25527250510331,6.7481880270062,"Intermedia"
"Lagaan: Once Upon a Time in India",2001,"2000s","Adventure",8.08492823072668,5200000,8100000,2900000,0.557692307692308,6.7160033436348,6.90848501887865,"Alta calidad + poco rentable"
"American Beauty",1999,"1990s","Drama",8.29831112369621,1.5e+07,356296601,341296601,22.7531067333333,7.17609125905568,8.55181167928622,"Alta calidad + muy rentable"
"How the Grinch Stole Christmas",2000,"2000s","Family",6.3992509386061,1.23e+08,345800000,222800000,1.81138211382114,8.0899051114394,8.5388249889379,"Intermedia"
"Gun Shy",2000,"2000s","Action",5.65999079895991,1e+07,1600000,-8400000,-0.84,7,6.20411998265593,"Baja calidad + poco rentable"
"Hamlet",2000,"2000s","Drama",5.92255010385692,2e+06,1568749,-431251,-0.2156255,6.30102999566398,6.19555346198392,"Baja calidad + poco rentable"
"The Haunting",1999,"1990s","Horror",5.01359633330162,8e+07,177311151,97311151,1.2163893875,7.90308998699194,8.24873604899902,"Intermedia"
"Keeping the Faith",2000,"2000s","Comedy",6.39556621409104,3e+07,59945183,29945183,0.998172766666667,7.47712125471966,7.77775429034446,"Intermedia"
"Nurse Betty",2000,"2000s","Comedy",6.29619081641929,2.4e+07,29364989,5364989,0.223541208333333,7.38021124171161,7.46782984249414,"Intermedia"
"Boys Don't Cry",1999,"1990s","Crime",7.48755527321332,2e+06,11540607,9540607,4.7703035,6.30102999566398,7.06222865195816,"Intermedia"
"Bad Boys II",2003,"2000s","Action",6.59844752823078,1.3e+08,273339556,143339556,1.10261196923077,8.11394335230684,8.43670248463613,"Intermedia"
"The End of the Affair",1999,"1990s","Romance",6.9678087894345,2.3e+07,10827816,-12172184,-0.529225391304348,7.36172783601759,7.03454086707782,"Intermedia"
"Girl, Interrupted",1999,"1990s","Drama",7.29506088250943,4e+07,48350205,8350205,0.208755125,7.60205999132796,7.68439831978779,"Intermedia"
"Gladiator",2000,"2000s","Action",8.49870975729296,1.03e+08,465516248,362516248,3.51957522330097,8.01283722470517,8.66793484384281,"Alta calidad + muy rentable"
"Kuch Kuch Hota Hai",1998,"1990s","Romance",7.57704256969826,2420000,25690000,23270000,9.61570247933884,6.38381536598043,7.40976410426635,"Alta calidad + muy rentable"
"Cecil B. Demented",2000,"2000s","Crime",6.29229725924988,1e+07,1961544,-8038456,-0.8038456,7,6.29259805436863,"Intermedia"
"Final Fantasy: The Spirits Within",2001,"2000s","Adventure",6.39717450602795,1.37e+08,85131830,-51868170,-0.378599781021898,8.13672056715641,7.93009196911843,"Intermedia"
"Autumn in New York",2000,"2000s","Drama",5.61782490213359,6.5e+07,90726668,25726668,0.395794892307692,7.81291335664286,7.95773496140317,"Baja calidad + poco rentable"
"The Hurricane",1999,"1990s","Drama",7.58659006995175,5e+07,73956241,23956241,0.47912482,7.69897000433602,7.86897482900897,"Alta calidad + poco rentable"
"Scary Movie",2000,"2000s","Comedy",6.29954361419008,1.9e+07,278022760,259022760,13.6327768421053,7.27875360095283,8.44408035037061,"Intermedia"
"Magnolia",1999,"1990s","Drama",7.9946861365838,3.7e+07,48451803,11451803,0.309508189189189,7.56820172406699,7.68530994275689,"Alta calidad + poco rentable"
"Universal Soldier: The Return",1999,"1990s","Action",4.25954306848479,33500000,10667893,-22832107,-0.681555432835821,7.52504480703685,7.02807865102397,"Baja calidad + poco rentable"
"Gossip",2000,"2000s","Mystery",5.91323938742984,1.4e+07,5108820,-8891180,-0.635084285714286,7.14612803567824,6.70832060137401,"Baja calidad + poco rentable"
"Galaxy Quest",1999,"1990s","Comedy",7.39345736061466,4.5e+07,90683916,45683916,1.01519813333333,7.65321251377534,7.95753026598106,"Intermedia"
"The Perfect Storm",2000,"2000s","Drama",6.49816279497648,1.3e+08,328718434,198718434,1.52860333846154,8.11394335230684,8.51682405929915,"Intermedia"
"Mansfield Park",1999,"1990s","Romance",6.97012572773474,1.1e+07,4775847,-6224153,-0.565832090909091,7.04139268515823,6.67905040519835,"Intermedia"
"Ring",1998,"1990s","Horror",7.18779639528956,1200000,19400000,18200000,15.1666666666667,6.07918124604763,7.28780172993023,"Intermedia"
"Moonlight Mile",2002,"2000s","Romance",6.57245120041955,2.1e+07,10011050,-10988950,-0.523283333333333,7.32221929473392,7.00047963045545,"Intermedia"
"But I'm a Cheerleader",2000,"2000s","Comedy",6.78732371452674,1200000,2600000,1400000,1.16666666666667,6.07918124604763,6.41497334797082,"Intermedia"
"15 Minutes",2001,"2000s","Action",6.10101954574883,6e+07,56359980,-3640020,-0.060667,7.77815125038364,7.75097083032285,"Intermedia"
"The Adventures of Pluto Nash",2002,"2000s","Action",3.97742043959946,1e+08,7103973,-92896027,-0.92896027,8,6.85150130215493,"Baja calidad + poco rentable"
"Quills",2000,"2000s","Drama",7.18251196641844,13500000,17989227,4489227,0.332535333333333,7.13033376849501,7.25501250204221,"Intermedia"
"Requiem for a Dream",2000,"2000s","Crime",8.29776972574884,4500000,7390108,2890108,0.642246222222222,6.65321251377534,6.86865078527728,"Alta calidad + poco rentable"
"Hardball",2001,"2000s","Drama",6.39331534182049,3.2e+07,40222729,8222729,0.25696028125,7.50514997831991,7.6044715329299,"Intermedia"
"What Planet Are You From?",2000,"2000s","Comedy",5.74114719193674,6e+07,14100000,-45900000,-0.765,7.77815125038364,7.14921911265538,"Baja calidad + poco rentable"
"Blue Streak",1999,"1990s","Action",6.39740620210514,6.5e+07,117758500,52758500,0.811669230769231,7.81291335664286,8.07099226501421,"Intermedia"
"East/West",1999,"1990s","Drama",7.20368057191986,11500000,6032000,-5468000,-0.475478260869565,7.06069784035361,6.78046133286172,"Intermedia"
"Finding Forrester",2000,"2000s","Drama",7.28777040990162,4.3e+07,80100000,37100000,0.862790697674419,7.63346845557959,7.90363251608424,"Intermedia"
"Minority Report",2002,"2000s","Science Fiction",7.59765194361079,1.02e+08,358372926,256372926,2.51346005882353,8.00860017176192,8.55433519258346,"Intermedia"
"Osmosis Jones",2001,"2000s","Adventure",6.29655534504779,7.5e+07,13596911,-61403089,-0.818707853333333,7.8750612633917,7.13344025483855,"Intermedia"
"Terminator 3: Rise of the Machines",2003,"2000s","Action",6.29966708663118,2e+08,4.35e+08,2.35e+08,1.175,8.30102999566398,8.63848925695464,"Intermedia"
"Traffic",2000,"2000s","Thriller",7.49414178589745,4.8e+07,207500000,159500000,3.32291666666667,7.68124123737559,8.31701810104811,"Intermedia"
"Almost Famous",2000,"2000s","Drama",7.89441853601926,6e+07,47386287,-12613713,-0.21022855,7.77815125038364,7.67565268045324,"Alta calidad + poco rentable"
"Boiler Room",2000,"2000s","Crime",6.98603189671036,7e+06,28780255,21780255,3.111465,6.84509804001426,7.45909463757148,"Intermedia"
"Bicentennial Man",1999,"1990s","Science Fiction",6.89434235286141,1e+08,87423861,-12576139,-0.12576139,8,7.94162998282129,"Intermedia"
"Me, Myself & Irene",2000,"2000s","Comedy",6.59831387390403,5.1e+07,149270999,98270999,1.92688233333333,7.70757017609794,8.17397543935468,"Intermedia"
"Mission to Mars",2000,"2000s","Science Fiction",5.70568138780924,9e+07,110983407,20983407,0.233148966666667,7.95424250943933,8.04525805277756,"Baja calidad + poco rentable"
"Phone Booth",2003,"2000s","Thriller",7.09685450273863,1.3e+07,97837138,84837138,6.52593369230769,7.11394335230684,7.99050373992984,"Intermedia"
"Pollock",2000,"2000s","Drama",6.97343068245642,6e+06,10994533,4994533,0.832422166666667,6.77815125038364,7.04117678714562,"Intermedia"
"A Knight's Tale",2001,"2000s","Adventure",6.99610629566992,6.5e+07,117487473,52487473,0.807499584615385,7.81291335664286,8.06999156280347,"Intermedia"
"Taxi 2",2000,"2000s","Action",6.49454712735685,10500000,64433844,53933844,5.13655657142857,7.02118929906994,7.80911404129808,"Intermedia"
"Gamera 3: Revenge of Iris",1999,"1990s","Fantasy",6.89557126725209,6e+06,1.5e+07,9e+06,1.5,6.77815125038364,7.17609125905568,"Intermedia"
"Reindeer Games",2000,"2000s","Thriller",5.80781660014457,4.2e+07,32168970,-9831030,-0.234072142857143,7.6232492903979,7.50743715569595,"Baja calidad + poco rentable"
"Shanghai Noon",2000,"2000s","Adventure",6.59687071476004,5.5e+07,99274467,44274467,0.804990309090909,7.74036268949424,7.99683756403529,"Intermedia"
"Snow Day",2000,"2000s","Comedy",5.26144817816762,1.3e+07,62464731,49464731,3.80497930769231,7.11394335230684,7.79563487405658,"Baja calidad + muy rentable"
"Wonder Boys",2000,"2000s","Comedy",7.18499065855335,3.5e+07,33426588,-1573412,-0.0449546285714286,7.54406804435028,7.52409204849214,"Intermedia"
"All About My Mother",1999,"1990s","Comedy",7.78498598552128,5e+06,67958231,62958231,12.5916462,6.69897000433602,7.83224206535684,"Alta calidad + muy rentable"
"Battlefield Earth",2000,"2000s","Science Fiction",2.54231887128337,4.4e+07,29725663,-14274337,-0.32441675,7.64345267648619,7.47313154988553,"Baja calidad + poco rentable"
"House on Haunted Hill",1999,"1990s","Horror",5.60866925014786,3.7e+07,40846082,3846082,0.103948162162162,7.56820172406699,7.61115040487369,"Baja calidad + poco rentable"
"Little Nicky",2000,"2000s","Comedy",5.30716270841998,8.5e+07,58292295,-26707705,-0.314208294117647,7.92941892571429,7.76561115407078,"Baja calidad + poco rentable"
"Drowning Mona",2000,"2000s","Comedy",5.72621084653304,6e+06,15427192,9427192,1.57119866666667,6.77815125038364,7.1882868845931,"Intermedia"
"Frequency",2000,"2000s","Science Fiction",7.38988274504139,3.1e+07,68106245,37106245,1.19697564516129,7.49136169383427,7.83318693635757,"Intermedia"
"Jesus' Son",2000,"2000s","Comedy",6.81480778240155,2500000,1300000,-1200000,-0.48,6.39794000867204,6.11394335230684,"Intermedia"
"Space Cowboys",2000,"2000s","Action",6.49622822090142,6.5e+07,128900000,63900000,0.983076923076923,7.81291335664286,8.1102529173534,"Intermedia"
"Sugar & Spice",2001,"2000s","Crime",5.82065780047508,1.1e+07,13276953,2276953,0.206995727272727,7.04139268515823,7.12309841786936,"Baja calidad + poco rentable"
"Bounce",2000,"2000s","Drama",5.81523015841464,3.5e+07,36779296,1779296,0.0508370285714286,7.54406804435028,7.56560341206243,"Baja calidad + poco rentable"
"Gone in Sixty Seconds",2000,"2000s","Action",6.49888195910798,9e+07,237200000,147200000,1.63555555555556,7.95424250943933,8.37511468469222,"Intermedia"
"The Patriot",2000,"2000s","Drama",7.19663421642633,1.1e+08,215294342,105294342,0.957221290909091,8.04139268515823,8.33303261658398,"Intermedia"
"Blade II",2002,"2000s","Fantasy",6.69782875627246,5.4e+07,155010032,101010032,1.87055614814815,7.73239375982297,8.19035980592033,"Intermedia"
"Butterfly",1999,"1990s","Drama",7.4741471230919,3e+06,7738129,4738129,1.57937633333333,6.47712125471966,6.88863596543707,"Intermedia"
"Birthday Girl",2001,"2000s","Comedy",6.00554311907975,1.3e+07,16171098,3171098,0.243930615384615,7.11394335230684,7.20873950903143,"Intermedia"
"Godzilla 2000: Millennium",1999,"1990s","Action",6.01395014153318,8300000,2.5e+07,16700000,2.01204819277108,6.91907809237607,7.39794000867204,"Intermedia"
"Just Visiting",2001,"2000s","Comedy",5.72072435601347,3.5e+07,16200000,-18800000,-0.537142857142857,7.54406804435028,7.20951501454263,"Baja calidad + poco rentable"
"The Big Kahuna",1999,"1990s","Comedy",6.47899407764334,7e+06,3728888,-3271112,-0.467301714285714,6.84509804001426,6.57157933919063,"Intermedia"
"Shadow of the Vampire",2000,"2000s","Drama",6.8846079955761,8e+06,8279017,279017,0.034877125,6.90308998699194,6.91797877436711,"Intermedia"
"The Whole Nine Yards",2000,"2000s","Comedy",6.69599696336235,41300000,106371651,65071651,1.57558476997579,7.6159500516564,8.02682590000108,"Intermedia"
"Crouching Tiger, Hidden Dragon",2000,"2000s","Adventure",7.89404520649853,1.7e+07,213978518,196978518,11.5869716470588,7.23044892137827,8.3303701753008,"Alta calidad + muy rentable"
"Dungeons & Dragons",2000,"2000s","Drama",3.76357018501377,3.5e+07,15185241,-19814759,-0.566135971428571,7.54406804435028,7.18142168885485,"Baja calidad + poco rentable"
"Left Behind",2000,"2000s","Drama",4.54558636692145,17400000,4224065,-13175935,-0.757237643678161,7.2405492482826,6.62573059250969,"Baja calidad + poco rentable"
"O Brother, Where Art Thou?",2000,"2000s","Adventure",7.69557172867869,2.6e+07,71877090,45877090,1.76450346153846,7.41497334797082,7.85659048604232,"Intermedia"
"Pokémon: The First Movie",1998,"1990s","Animation",6.29711960070827,3e+07,163644940,133644940,4.45483133333333,7.47712125471966,8.21390258120496,"Intermedia"
"Vertical Limit",2000,"2000s","Adventure",6.00224219558838,7.5e+07,215663859,140663859,1.87551812,7.8750612633917,8.33377737202905,"Intermedia"
"The Fighting Temptations",2003,"2000s","Comedy",5.662278213073,1.5e+07,30238577,15238577,1.01590513333333,7.17609125905568,7.48056134980573,"Intermedia"
"The Replacements",2000,"2000s","Comedy",6.59403918102324,5e+07,50054511,54511,0.00109022,7.69897000433602,7.69944322295672,"Intermedia"
"28 Days",2000,"2000s","Comedy",6.10095196425021,4.3e+07,62198945,19198945,0.446487093023256,7.63346845557959,7.7937830183795,"Intermedia"
"Get Over It",2001,"2000s","Comedy",5.72090609852947,2.2e+07,19900366,-2099634,-0.0954379090909091,7.34242268082221,7.29886106386291,"Baja calidad + poco rentable"
"Head Over Heels",2001,"2000s","Romance",5.44466529631435,1.4e+07,13127022,-872978,-0.0623555714285714,7.14612803567824,7.11816621309188,"Baja calidad + poco rentable"
"The Little Vampire",2000,"2000s","Family",5.82652544236876,3.5e+07,27965865,-7034135,-0.200975285714286,7.54406804435028,7.44662825684564,"Baja calidad + poco rentable"
"The Skulls",2000,"2000s","Crime",5.61545860221501,1.5e+07,50802120,35802120,2.386808,7.17609125905568,7.70588183600618,"Intermedia"
"Urban Legends: Final Cut",2000,"2000s","Horror",4.48324645859679,1.4e+07,38574362,24574362,1.75531157142857,7.14612803567824,7.58629875178844,"Intermedia"
"Romance",1999,"1990s","Drama",5.26775424297673,2700000,3885642,1185642,0.439126666666667,6.43136376415899,6.58946278479009,"Baja calidad + poco rentable"
"Saving Grace",2000,"2000s","Crime",6.86444663766875,1e+07,26330482,16330482,1.6330482,7,7.4204588092779,"Intermedia"
"Erin Brockovich",2000,"2000s","Drama",7.49444532268926,5.2e+07,256271286,204271286,3.92829396153846,7.7160033436348,8.40869994824297,"Intermedia"
"Final Destination",2000,"2000s","Horror",6.69834605124008,2.3e+07,112880294,89880294,3.90783886956522,7.36172783601759,8.05261813188034,"Intermedia"
"Here on Earth",2000,"2000s","Romance",5.29346784326112,1.5e+07,10873148,-4126852,-0.275123466666667,7.17609125905568,7.03635529947724,"Baja calidad + poco rentable"
"Next Friday",2000,"2000s","Comedy",6.19906827205916,1.1e+07,59827328,48827328,4.438848,7.04139268515823,7.77689960687399,"Intermedia"
"Small Time Crooks",2000,"2000s","Comedy",6.68740192501207,2.5e+07,29934477,4934477,0.19737908,7.39794000867204,7.47617167477507,"Intermedia"
"Zoolander",2001,"2000s","Comedy",6.49889996848611,2.8e+07,60780981,32780981,1.17074932142857,7.44715803134222,7.78376770527746,"Intermedia"
"Play It to the Bone",1999,"1990s","Comedy",5.54790459254181,2.4e+07,8434146,-15565854,-0.64857725,7.38021124171161,6.9260411146354,"Baja calidad + poco rentable"
"Where the Heart Is",2000,"2000s","Comedy",6.6860784895709,1.5e+07,33800000,18800000,1.25333333333333,7.17609125905568,7.52891670027766,"Intermedia"
"Monsters, Inc.",2001,"2000s","Animation",8.09816067307875,1.15e+08,579700000,464700000,4.04086956521739,8.06069784035361,8.76320330037077,"Alta calidad + muy rentable"
"In the Cut",2003,"2000s","Drama",5.42644452004243,1.2e+07,23726793,11726793,0.97723275,7.07918124604763,7.37523904135573,"Baja calidad + poco rentable"
"Love & Basketball",2000,"2000s","Comedy",7.16157765368244,2e+07,27728118,7728118,0.3864059,7.30102999566398,7.44292039356083,"Intermedia"
"Red Planet",2000,"2000s","Thriller",5.7072242114895,8e+07,33463969,-46536031,-0.5817003875,7.90308998699194,7.5245774492556,"Baja calidad + poco rentable"
"Riding in Cars with Boys",2001,"2000s","Drama",6.48943749275143,4.8e+07,35700000,-12300000,-0.25625,7.68124123737559,7.55266821611219,"Intermedia"
"Sarfarosh",1999,"1990s","Action",8.03402099565624,8500000,9100000,6e+05,0.0705882352941176,6.92941892571429,6.95904139232109,"Alta calidad + poco rentable"
"The Bank Job",2008,"2000s","Thriller",7.19469163410827,2e+07,64828421,44828421,2.24142105,7.30102999566398,7.8117654437942,"Intermedia"
"Bats",1999,"1990s","Horror",4.25765397146367,5250000,10200000,4950000,0.942857142857143,6.72015930340596,7.00860017176192,"Baja calidad + poco rentable"
"Coyote Ugly",2000,"2000s","Comedy",5.8027698860036,4.5e+07,113900000,68900000,1.53111111111111,7.65321251377534,8.0565237240791,"Intermedia"
"The Golden Bowl",2000,"2000s","Romance",5.94464676096729,1.5e+07,5753678,-9246322,-0.616421466666667,7.17609125905568,6.75994555329011,"Baja calidad + poco rentable"
"The House of Mirth",2000,"2000s","Drama",6.91177510193983,1e+07,5164404,-4835596,-0.4835596,7,6.71302020882827,"Intermedia"
"Whatever It Takes",2000,"2000s","Drama",5.54725858700309,1.5e+07,9902115,-5097885,-0.339859,7.17609125905568,6.99572796578211,"Baja calidad + poco rentable"
"Rock Star",2001,"2000s","Music",6.29697378516383,5.7e+07,19334145,-37665855,-0.660804473684211,7.75587485567249,7.28632497134096,"Intermedia"
"The Way of the Gun",2000,"2000s","Action",6.58826028529112,8500000,19125401,10625401,1.25004717647059,6.92941892571429,7.28161054972168,"Intermedia"
"Moulin Rouge!",2001,"2000s","Drama",7.59537593207277,52500000,179213434,126713434,2.41358921904762,7.72015930340596,8.25337056165084,"Intermedia"
"Men of Honor",2000,"2000s","Drama",7.19205372359372,3.2e+07,82300000,50300000,1.571875,7.50514997831991,7.91539983521227,"Intermedia"
"The Omega Code",1999,"1990s","Thriller",3.98339607291402,7200000,12614346,5414346,0.7519925,6.85733249643127,7.10086473912201,"Baja calidad + poco rentable"
"One Night at McCool's",2001,"2000s","Comedy",6.19864260221765,1.8e+07,13500000,-4500000,-0.25,7.25527250510331,7.13033376849501,"Intermedia"
"Boys and Girls",2000,"2000s","Comedy",5.43940603223977,1.6e+07,20627372,4627372,0.28921075,7.20411998265593,7.31444390084761,"Baja calidad + poco rentable"
"Exorcist: The Beginning",2004,"2000s","Horror",5.12448799948886,8e+07,78000586,-1999414,-0.024992675,7.90308998699194,7.89209786545472,"Baja calidad + poco rentable"
"Bring It On",2000,"2000s","Comedy",6.19960790099437,2.8e+07,90449929,62449929,2.23035460714286,7.44715803134222,7.95640823029014,"Intermedia"
"Deuce Bigalow: Male Gigolo",1999,"1990s","Comedy",5.70534135894485,1.7e+07,92938755,75938755,4.46698558823529,7.23044892137827,7.96819685040827,"Baja calidad + muy rentable"
"Dr. T & the Women",2000,"2000s","Comedy",4.76661485906403,2.3e+07,22844291,-155709,-0.00676995652173913,7.36172783601759,7.35877768375019,"Baja calidad + poco rentable"
"Thomas and the Magic Railroad",2000,"2000s","Family",4.60060512410433,1.9e+07,19748009,748009,0.0393688947368421,7.27875360095283,7.29552331647384,"Baja calidad + poco rentable"
"Save the Last Dance",2001,"2000s","Drama",6.19935740034776,1.3e+07,131706809,118706809,9.131293,7.11394335230684,8.11960822776883,"Intermedia"
"Joy Ride",2001,"2000s","Mystery",6.59457500458692,2.3e+07,36642838,13642838,0.593166869565217,7.36172783601759,7.56398910255063,"Intermedia"
"Woman on Top",2000,"2000s","Comedy",5.37013240619645,8e+06,10194274,2194274,0.27428425,6.90308998699194,7.00835630230437,"Baja calidad + poco rentable"
"Children of Men",2006,"2000s","Drama",7.89688557759251,7.6e+07,70595464,-5404536,-0.0711123157894737,7.88081359228079,7.8487767970425,"Alta calidad + poco rentable"
"The Man Who Cried",2000,"2000s","Romance",6.10306666071669,20170000,1800000,-18370000,-0.910758552305404,7.30470589821277,6.25527250510331,"Intermedia"
"What Women Want",2000,"2000s","Comedy",6.49854601717776,7e+07,374100000,304100000,4.34428571428571,7.84509804001426,8.57298770819821,"Intermedia"
"Biwi No.1",1999,"1990s","Comedy",5.75766651798023,5400000,2200000,-3200000,-0.592592592592593,6.73239375982297,6.34242268082221,"Baja calidad + poco rentable"
"Big Momma's House",2000,"2000s","Crime",5.3089167039455,3e+07,173959438,143959438,4.79864793333333,7.47712125471966,8.24044799594724,"Baja calidad + muy rentable"
"Snatch",2000,"2000s","Crime",8.19788316339889,1e+08,83557872,-16442128,-0.16442128,8,7.92198737110691,"Alta calidad + poco rentable"
"The Contender",2000,"2000s","Drama",6.87236556299298,2e+07,22428990,2428990,0.1214495,7.30102999566398,7.35080971730554,"Intermedia"
"Get Carter",2000,"2000s","Action",5.2240009754289,63600000,19412993,-44187007,-0.694764261006289,7.80345711564841,7.28809249794258,"Baja calidad + poco rentable"
"Memento",2000,"2000s","Mystery",8.39841465124963,9e+06,40047236,31047236,3.44969288888889,6.95424250943933,7.60257254710261,"Alta calidad + muy rentable"
"The Mummy Returns",2001,"2000s","Adventure",6.3993287041789,9.8e+07,443280904,345280904,3.52327453061225,7.9912260756925,8.64667902282639,"Intermedia"
"The Wedding Planner",2001,"2000s","Comedy",5.40814017335703,3.5e+07,94700000,59700000,1.70571428571429,7.54406804435028,7.97634997900327,"Intermedia"
"The Cell",2000,"2000s","Horror",6.39788839640253,3.3e+07,104155843,71155843,2.15623766666667,7.51851393987789,8.0176836382922,"Intermedia"
"Pokémon the Movie 2000",1999,"1990s","Adventure",6.10208676795912,3e+07,133949270,103949270,3.46497566666667,7.47712125471966,8.12694035112201,"Intermedia"
"Center Stage",2000,"2000s","Drama",6.67801109511392,2.9e+07,26400000,-2600000,-0.0896551724137931,7.46239799789896,7.42160392686983,"Intermedia"
"Remember the Titans",2000,"2000s","Drama",7.79334208346546,3e+07,136700000,106700000,3.55666666666667,7.47712125471966,8.13576851456782,"Alta calidad + muy rentable"
"102 Dalmatians",2000,"2000s","Family",4.92956372346974,8.5e+07,183611771,98611771,1.16013848235294,7.92941892571429,8.26390051954758,"Intermedia"
"Jason X",2001,"2000s","Horror",4.52471718842442,1.1e+07,17077882,6077882,0.552534727272727,7.04139268515823,7.23243400846368,"Baja calidad + poco rentable"
"Knockaround Guys",2001,"2000s","Crime",6.10207939671459,1.5e+07,12806614,-2193386,-0.146225733333333,7.17609125905568,7.10743431979172,"Intermedia"
"Amélie",2001,"2000s","Comedy",8.29742409481048,1e+07,173921954,163921954,16.3921954,7,8.24035440603529,"Alta calidad + muy rentable"
