"title","year","decade","genre_main","imdb_weighted_rating","budget","revenue","profit","profitability","log_budget","log_revenue","tag"
"Kóblic",2016,"2010s","Drama",6.33025508151993,3500000,1839313,-1660687,-0.474482,6.54406804435028,6.26465564038874,"Intermedia"
"The Big Sick",2017,"2010s","Comedy",7.49103407118501,5e+06,56303596,51303596,10.2607192,6.69897000433602,7.75053613327202,"Intermedia"
"Deadpool 2",2018,"2010s","Action",7.59803049530682,1.1e+08,785896632,675896632,6.14451483636364,8.04139268515823,8.89536542758625,"Alta calidad + muy rentable"
"Half Girlfriend",2017,"2010s","Romance",4.85237512574306,7445000,12805400,5360400,0.72,6.8718647020882,7.10739314899574,"Baja calidad + poco rentable"
"303 Squadron",2018,"2010s","War",5.68269719151712,3694425,7694425,4e+06,1.08271246540395,6.56754685443335,6.88617617080069,"Intermedia"
"Hostiles",2017,"2010s","Drama",7.19018992408579,5.5e+07,36976336,-18023664,-0.327702981818182,7.74036268949424,7.56792387454035,"Intermedia"
"League of Gods",2016,"2010s","Action",4.90139059795633,3.8e+07,43300000,5300000,0.139473684210526,7.57978359661681,7.63648789635337,"Baja calidad + poco rentable"
"Hustlers",2019,"2010s","Drama",6.29871976589149,2e+07,157563598,137563598,6.8781799,7.30102999566398,8.19745588946196,"Intermedia"
"The Nutcracker and the Four Realms",2018,"2010s","Fantasy",5.61354871733122,1.2e+08,173961069,53961069,0.449675575,8.07918124604763,8.24045206776414,"Baja calidad + poco rentable"
"The Goat Life",2024,"2020s","Drama",7.08131152223573,9800000,1.9e+07,9200000,0.938775510204082,6.9912260756925,7.27875360095283,"Intermedia"
"Killers of the Flower Moon",2023,"2020s","Crime",7.49549878763707,2e+08,158722599,-41277401,-0.206387005,8.30102999566398,8.20063876621457,"Intermedia"
"The Good Liar",2019,"2010s","Crime",6.69004177394592,1e+07,33856058,23856058,2.3856058,7,7.52963639002481,"Intermedia"
"Pink",2016,"2010s","Drama",7.96495829995008,7.5e+07,15020702,-59979298,-0.799723973333333,7.8750612633917,7.17669023011169,"Alta calidad + poco rentable"
"I, Tonya",2017,"2010s","Drama",7.49480752083676,1.1e+07,53900000,42900000,3.9,7.04139268515823,7.73158876518674,"Intermedia"
"The Hate U Give",2018,"2010s","Crime",7.46949696767398,2.3e+07,34934009,11934009,0.518869956521739,7.36172783601759,7.54324842779829,"Intermedia"
"The Shape of Water",2017,"2010s","Drama",7.29756927434032,19500000,195300000,175800000,9.01538461538462,7.29003461136252,8.29070224328786,"Intermedia"
"The Legend of the Chupacabras",2016,"2010s","Animation",5.92710036704251,1600000,5100000,3500000,2.1875,6.20411998265593,6.70757017609794,"Intermedia"
"The Beguiled",2017,"2010s","Drama",6.29782706720097,10500000,27869129,17369129,1.65420276190476,7.02118929906994,7.44512339582472,"Intermedia"
"Confidential Assignment",2017,"2010s","Action",6.61189498964282,8520000,56100000,47580000,5.58450704225352,6.9304395947667,7.74896286125616,"Intermedia"
"Doctor Sleep",2019,"2010s","Horror",7.29526120597624,4.5e+07,72385286,27385286,0.608561911111111,7.65321251377534,7.8596502946717,"Intermedia"
"mid90s",2018,"2010s","Drama",7.38574119698448,1700000,9303022,7603022,4.47236588235294,6.23044892137827,6.96862404798776,"Intermedia"
"Black Snow",2017,"2010s","Mystery",6.19385454402475,4e+06,1440000,-2560000,-0.64,6.60205999132796,6.15836249209525,"Intermedia"
"Life of the Party",2018,"2010s","Comedy",5.612874642416,3e+07,61700416,31700416,1.05668053333333,7.47712125471966,7.79028809216769,"Intermedia"
"Hillary's America: The Secret History of the Democratic Party",2016,"2010s","Documentary",4.94833477355499,5e+06,13099931,8099931,1.6199862,6.69897000433602,7.11726900814445,"Intermedia"
"Thoroughbreds",2018,"2010s","Drama",6.5910001381552,5e+06,2830775,-2169225,-0.433845,6.69897000433602,6.45190535147682,"Intermedia"
"The Florida Project",2017,"2010s","Drama",7.59005722601806,2e+06,11303040,9303040,4.65152,6.30102999566398,7.05319526451572,"Alta calidad + muy rentable"
"Flight Crew",2016,"2010s","Action",6.54030538675955,1e+07,27305571,17305571,1.7305571,7,7.43625126270845,"Intermedia"
"Alibi.com",2017,"2010s","Comedy",6.47173253719117,7546570,29370592,21824022,2.89191274976579,6.87774960480159,7.46791270034446,"Intermedia"
"Daddy's Home 2",2017,"2010s","Comedy",6.00168463160033,6.9e+07,180613180,111613180,1.61758231884058,7.83884909073726,8.25674943918023,"Intermedia"
"Goosebumps 2: Haunted Halloween",2018,"2010s","Comedy",5.62058320333476,3.5e+07,93320380,58320380,1.66629657142857,7.54406804435028,7.96997649856971,"Intermedia"
"Mardaani 2",2019,"2010s","Action",7.20465890604464,2800000,8680109,5880109,2.10003892857143,6.44715803134222,6.93852517884024,"Intermedia"
"The Recall",2017,"2010s","Science Fiction",4.38001609519167,5e+06,1319566,-3680434,-0.7360868,6.69897000433602,6.12043111696529,"Baja calidad + poco rentable"
"Traffik",2018,"2010s","Thriller",5.91089823833591,4e+06,5132274,1132274,0.2830685,6.60205999132796,6.71030983427957,"Baja calidad + poco rentable"
"The First Omen",2024,"2020s","Horror",6.49513177906428,3e+07,53992802,23992802,0.799760066666667,7.47712125471966,7.73233586611843,"Intermedia"
"A Stroke of Luck",2016,"2010s","Romance",5.08649822520235,3500000,12304617,8804617,2.51560485714286,6.54406804435028,7.09006810017005,"Intermedia"
"Sorry to Bother You",2018,"2010s","Fantasy",6.89209081937688,3200000,18200000,1.5e+07,4.6875,6.50514997831991,7.26007138798508,"Intermedia"
"Slender Man",2018,"2010s","Horror",3.36594611358427,1e+07,51738549,41738549,4.1738549,7,7.71381424482642,"Baja calidad + muy rentable"
"Show Dogs",2018,"2010s","Adventure",4.34195380389845,5500000,38830219,33330219,6.06003981818182,6.74036268949424,7.5891698399466,"Baja calidad + muy rentable"
"Under the Silver Lake",2018,"2010s","Crime",6.49420438584113,8500000,2053469,-6446531,-0.758415411764706,6.92941892571429,6.3124881509537,"Intermedia"
"Cats",2019,"2010s","Fantasy",2.8562796227037,9.5e+07,77276321,-17723679,-0.186565042105263,7.97772360528885,7.88804643784543,"Baja calidad + poco rentable"
"C'est la vie!",2017,"2010s","Comedy",6.84724299156726,17200000,23800000,6600000,0.383720930232558,7.23552844690755,7.37657695705651,"Intermedia"
"Train to Busan",2016,"2010s","Horror",7.59517231584039,8500000,87547518,79047518,9.299708,6.92941892571429,7.9422438382072,"Alta calidad + muy rentable"
"Heartthrob",2017,"2010s","Drama",5.59977117851677,4e+06,9e+07,8.6e+07,21.5,6.60205999132796,7.95424250943933,"Baja calidad + muy rentable"
"Film Stars Don't Die in Liverpool",2017,"2010s","Romance",6.65494911711927,1e+07,3179847,-6820153,-0.6820153,7,6.5024062241812,"Intermedia"
"The Son of Bigfoot",2017,"2010s","Family",6.10556800422338,3e+07,46372519,16372519,0.545750633333333,7.47712125471966,7.6662606878321,"Intermedia"
"The Killing of a Sacred Deer",2017,"2010s","Drama",6.99600770806419,3e+06,10700000,7700000,2.56666666666667,6.47712125471966,7.02938377768521,"Intermedia"
"Home Again",2017,"2010s","Comedy",5.80942532694886,1.2e+07,27020284,15020284,1.25169033333333,7.07918124604763,7.43168990941527,"Intermedia"
"Cold Pursuit",2019,"2010s","Crime",6.19947293998362,6e+07,76419755,16419755,0.273662583333333,7.77815125038364,7.88320564101637,"Intermedia"
"Just Getting Started",2017,"2010s","Action",4.75597019915482,2.2e+07,6069605,-15930395,-0.724108863636364,7.34242268082221,6.78316042881789,"Baja calidad + poco rentable"
"Insidious: The Last Key",2018,"2010s","Horror",5.70570494933185,1e+07,172811971,162811971,16.2811971,7,8.23757382355473,"Baja calidad + muy rentable"
"Call Me by Your Name",2017,"2010s","Romance",7.7953232580238,3500000,43143046,39643046,11.3265845714286,6.54406804435028,7.63491080405564,"Alta calidad + muy rentable"
"Uncut Gems",2019,"2010s","Drama",7.3964039178254,1.9e+07,50023780,31023780,1.63283052631579,7.27875360095283,7.69917650568948,"Intermedia"
"Borg vs McEnroe",2017,"2010s","Drama",6.87984558909743,7500000,16657800,9157800,1.22104,6.8750612633917,7.2216176434723,"Intermedia"
"The Possession of Hannah Grace",2018,"2010s","Horror",5.23193070710826,9500000,4.3e+07,33500000,3.52631578947368,6.97772360528885,7.63346845557959,"Baja calidad + muy rentable"
"R.A.I.D. Special Unit",2017,"2010s","Action",5.69512415655565,32400000,34598750,2198750,0.0678626543209877,7.51054501020661,7.53906040867981,"Baja calidad + poco rentable"
"You Were Never Really Here",2017,"2010s","Crime",6.69597206686761,1.7e+07,9400000,-7600000,-0.447058823529412,7.23044892137827,6.9731278535997,"Intermedia"
"Spy Cat",2019,"2010s","Animation",5.76607179292404,9e+06,3882729,-5117271,-0.568585666666667,6.95424250943933,6.5891370794691,"Baja calidad + poco rentable"
"Copshop",2021,"2020s","Thriller",6.19900365446412,43500000,6807158,-36692842,-0.843513609195402,7.63848925695464,6.83296583107056,"Intermedia"
"Skyscraper",2018,"2010s","Action",5.80246092087438,1.25e+08,304870828,179870828,1.438966624,8.09691001300806,8.48411587026652,"Intermedia"
"Kandahar",2023,"2020s","Action",6.10119081574356,3e+07,9400000,-20600000,-0.686666666666667,7.47712125471966,6.9731278535997,"Intermedia"
"Hindi Medium",2017,"2010s","Comedy",7.85194289406049,3213790,52390000,49176210,15.3016251839728,6.50701749507174,7.71924839844795,"Alta calidad + muy rentable"
"Underwater",2020,"2020s","Horror",5.90237458918581,5e+07,40882928,-9117072,-0.18234144,7.69897000433602,7.61154199203629,"Baja calidad + poco rentable"
"Phantom Thread",2017,"2010s","Drama",7.39219440119638,3.5e+07,47756590,12756590,0.364474,7.54406804435028,7.67903330897026,"Intermedia"
"The Garfield Movie",2024,"2020s","Family",5.71651319453006,6e+07,254907482,194907482,3.24845803333333,7.77815125038364,8.40638258299232,"Baja calidad + muy rentable"
"Toilet: A Love Story",2017,"2010s","Comedy",7.16074605741449,3700000,13800000,10100000,2.72972972972973,6.56820172406699,7.13987908640124,"Intermedia"
"Let There Be Light",2017,"2010s","Drama",5.0249966114274,3e+06,7240000,4240000,1.41333333333333,6.47712125471966,6.85973856619715,"Intermedia"
"The Nun",2018,"2010s","Horror",5.40391710224536,2.2e+07,366082797,344082797,15.6401271363636,7.34242268082221,8.5635793209506,"Baja calidad + muy rentable"
"Spies in Disguise",2019,"2010s","Animation",6.78972808836794,1e+08,171616764,71616764,0.71616764,8,8.23455970867057,"Intermedia"
"Victoria & Abdul",2017,"2010s","Drama",6.78417183888561,2.2e+07,66558465,44558465,2.02538477272727,7.34242268082221,7.82320329751168,"Intermedia"
"Paddington in Peru",2024,"2020s","Family",6.58660929400343,9e+07,171458837,81458837,0.905098188888889,7.95424250943933,8.23415987359464,"Intermedia"
"The Kitchen",2019,"2010s","Action",5.62232771091878,3.8e+07,1.6e+07,-2.2e+07,-0.578947368421053,7.57978359661681,7.20411998265593,"Baja calidad + poco rentable"
"Wonder Wheel",2017,"2010s","Drama",6.19866834101464,2.5e+07,15366466,-9633534,-0.38534136,7.39794000867204,7.18657399936879,"Intermedia"
"A Hidden Life",2019,"2010s","History",7.36166722593077,9e+06,4645140,-4354860,-0.483873333333333,6.95424250943933,6.66699880774004,"Intermedia"
"Hotel Artemis",2018,"2010s","Thriller",6.10088233609676,1.5e+07,12371132,-2628868,-0.175257866666667,7.17609125905568,7.09240944084661,"Intermedia"
"Moonfall",2022,"2020s","Science Fiction",5.20855230138286,1.46e+08,67319703,-78680297,-0.538906143835616,8.16435285578444,7.82814219129449,"Baja calidad + poco rentable"
"Ralph Breaks the Internet",2018,"2010s","Family",6.99582889634759,1.75e+08,529323962,354323962,2.02470835428571,8.24303804868629,8.72372155454072,"Intermedia"
"The Big Bad Fox and Other Tales",2017,"2010s","Family",7.16260439175509,3e+06,19030780,16030780,5.34359333333333,6.47712125471966,7.27945658874702,"Intermedia"
"The Empty Man",2020,"2020s","Horror",6.19908441108525,1.6e+07,4796993,-11203007,-0.7001879375,7.20411998265593,6.68096908472323,"Intermedia"
"The Whiskey Bandit",2017,"2010s","Action",7.19510994465059,4650000,2003824,-2646176,-0.569070107526882,6.66745295288995,6.30185957388908,"Intermedia"
"Pokémon Detective Pikachu",2019,"2010s","Action",6.49823387201822,1.5e+08,449762638,299762638,1.99841758666667,8.17609125905568,8.65298337554521,"Intermedia"
"Plane",2023,"2020s","Action",6.49663888854622,2.5e+07,74515586,49515586,1.98062344,7.39794000867204,7.8722471211488,"Intermedia"
"Escape Room",2019,"2010s","Horror",6.3984504564804,9e+06,155712077,146712077,16.3013418888889,6.95424250943933,8.19232229767443,"Intermedia"
"Marrowbone",2017,"2010s","Thriller",6.68895516133293,8e+06,12294931,4294931,0.536866375,6.90308998699194,7.08972609579102,"Intermedia"
"Doraemon: Nobita's Great Adventure in the Antarctic Kachi Kochi",2017,"2010s","Animation",6.48986683100768,8e+06,61153455,53153455,6.644181875,6.90308998699194,7.78642099849491,"Intermedia"
"The Professor and the Madman",2019,"2010s","History",7.18111868901771,2.5e+07,4957273,-20042727,-0.80170908,7.39794000867204,6.69524283642156,"Intermedia"
"Padmaavat",2018,"2010s","Drama",7.07696163364481,3.1e+07,81673897,50673897,1.63464183870968,7.49136169383427,7.91208327807189,"Intermedia"
"Miss Bala",2019,"2010s","Action",5.82348700019644,1.5e+07,15200000,2e+05,0.0133333333333333,7.17609125905568,7.18184358794477,"Baja calidad + poco rentable"
"Dear Zindagi",2016,"2010s","Drama",7.37407325652451,4300000,3376375,-923625,-0.214796511627907,6.63346845557959,6.52845067592348,"Intermedia"
"Balkan Line",2019,"2010s","Drama",6.56282063762307,3500000,4944386,1444386,0.412681714285714,6.54406804435028,6.6941123680529,"Intermedia"
"Tiger Zinda Hai",2017,"2010s","Action",5.90685333832493,1.9e+07,86610000,67610000,3.55842105263158,7.27875360095283,7.93756803860038,"Baja calidad + muy rentable"
"Vox Lux",2018,"2010s","Drama",5.91148553038424,7e+06,1300000,-5700000,-0.814285714285714,6.84509804001426,6.11394335230684,"Baja calidad + poco rentable"
"Captive State",2019,"2010s","Science Fiction",6.0025392710178,2.5e+07,8808611,-16191389,-0.64765556,7.39794000867204,6.94490743138663,"Intermedia"
"The Battleship Island",2017,"2010s","Action",7.00831163990798,2.1e+07,46183383,25183383,1.19920871428571,7.32221929473392,7.66448574244906,"Intermedia"
"Thugs of Hindostan",2018,"2010s","Adventure",4.18614866401089,3.1e+07,3136000,-27864000,-0.898838709677419,7.49136169383427,6.4963760540124,"Baja calidad + poco rentable"
"The Little Mermaid",2023,"2020s","Adventure",7.19410865445896,2.97e+08,569626289,272626289,0.917933632996633,8.47275644931721,8.75559002435101,"Intermedia"
"Jolly LLB 2",2017,"2010s","Comedy",7.16669328314911,4480000,1632440,-2847560,-0.635616071428571,6.65127801399814,6.21283722783515,"Intermedia"
"Life Itself",2018,"2010s","Drama",6.87314102167617,1e+07,7997774,-2002226,-0.2002226,7,6.90296912773703,"Intermedia"
"Lord, Give Me Patience",2017,"2010s","Comedy",5.5667918983069,4600000,7315040,2715040,0.590226086956522,6.66275783168157,6.86421670527087,"Baja calidad + poco rentable"
"Jab Harry Met Sejal",2017,"2010s","Comedy",5.14219145348307,16600000,15360368,-1239632,-0.0746766265060241,7.22010808804005,7.18640162054281,"Baja calidad + poco rentable"
"Roman J. Israel, Esq.",2017,"2010s","Drama",6.4928702748329,2.2e+07,13025860,-8974140,-0.407915454545455,7.34242268082221,7.11480640613085,"Intermedia"
"Diary of a Wimpy Kid: The Long Haul",2017,"2010s","Comedy",4.43787135512907,2.2e+07,40120144,18120144,0.823642909090909,7.34242268082221,7.60336248312937,"Baja calidad + poco rentable"
"Chasing the Dragon",2017,"2010s","Action",6.60725946296133,2e+08,87965942,-112034058,-0.56017029,8.30102999566398,7.9443145577812,"Intermedia"
"Kin",2018,"2010s","Science Fiction",5.81680626334824,3e+07,10023153,-19976847,-0.6658949,7.47712125471966,7.00100435976502,"Baja calidad + poco rentable"
"Last Flag Flying",2017,"2010s","Drama",6.87614170274164,2.5e+07,1872950,-23127050,-0.925082,7.39794000867204,6.27252618366785,"Intermedia"
"Kill Bill: The Whole Bloody Affair",2011,"2010s","Action",8.69551320872237,5.5e+07,5806312,-49193688,-0.894430690909091,7.74036268949424,6.76390036877395,"Alta calidad + poco rentable"
"Operation Mekong",2016,"2010s","Action",6.44824070070159,30200000,1.73e+08,142800000,4.72847682119205,7.48000694295715,8.2380461031288,"Intermedia"
"The Summit",2017,"2010s","Drama",6.02804890320908,6e+06,5699056,-300944,-0.0501573333333333,6.77815125038364,6.75580292445435,"Intermedia"
"First Reformed",2018,"2010s","Drama",7.08602690332178,3500000,3988612,488612,0.139603428571429,6.54406804435028,6.60082179152303,"Intermedia"
"Furious",2017,"2010s","Fantasy",6.11072172562912,5610000,10657499,5047499,0.899732442067736,6.74896286125616,7.02765530056904,"Intermedia"
"Monos",2019,"2010s","Drama",6.76890632450547,1800000,1929915,129915,0.072175,6.25527250510331,6.28553818162752,"Intermedia"
"Acrimony",2018,"2010s","Drama",5.92170845315184,2e+07,34800000,14800000,0.74,7.30102999566398,7.54157924394658,"Baja calidad + poco rentable"
"Coma",2020,"2020s","Science Fiction",6.2894781312075,2250000,9500000,7250000,3.22222222222222,6.35218251811136,6.97772360528885,"Intermedia"
"The Bride",2017,"2010s","Mystery",4.97208967128515,1500000,6945256,5445256,3.63017066666667,6.17609125905568,6.84168825832969,"Baja calidad + muy rentable"
"The Angry Birds Movie 2",2019,"2010s","Animation",6.39415473698478,6.5e+07,137792047,72792047,1.11987764615385,7.81291335664286,8.13922415194251,"Intermedia"
"The Lion King",2019,"2010s","Adventure",6.79777162243075,2.6e+08,1662020819,1402020819,5.39238776538462,8.41497334797082,9.22063645959261,"Intermedia"
"The Fixies: Top Secret",2017,"2010s","Comedy",5.89169904423999,6e+06,8220990,2220990,0.370165,6.77815125038364,6.91492411993031,"Baja calidad + poco rentable"
"Late Night",2019,"2010s","Comedy",6.49220672966065,4e+06,22384741,18384741,4.59618525,6.60205999132796,7.34995207379556,"Intermedia"
"Disobedience",2018,"2010s","Drama",6.5890189861701,6e+06,8e+06,2e+06,0.333333333333333,6.77815125038364,6.90308998699194,"Intermedia"
"The Case for Christ",2017,"2010s","Drama",6.38050321348091,3e+06,18200000,15200000,5.06666666666667,6.47712125471966,7.26007138798508,"Intermedia"
"Professor Marston and the Wonder Women",2017,"2010s","Drama",6.9728429677514,7e+06,1600000,-5400000,-0.771428571428571,6.84509804001426,6.20411998265593,"Intermedia"
"The Fire Inside",2024,"2020s","Drama",6.57713395577981,1.2e+07,8104331,-3895669,-0.324639083333333,7.07918124604763,6.9087171703258,"Intermedia"
"The First Purge",2018,"2010s","Action",5.21220469653498,1.3e+07,137056262,124056262,9.54278938461538,7.11394335230684,8.1368988829249,"Baja calidad + muy rentable"
"BPM (Beats per Minute)",2017,"2010s","Drama",7.33295274865179,6600000,7632420,1032420,0.156427272727273,6.81954393554187,6.882662260892,"Intermedia"
"Aladdin",2019,"2010s","Adventure",6.89760800098284,1.83e+08,1054304000,871304000,4.76122404371585,8.26245108973043,9.02296585422228,"Intermedia"
"The Aeronauts",2019,"2010s","Adventure",6.5890753710039,4e+07,3485251,-36514749,-0.912868725,7.60205999132796,6.54223406047983,"Intermedia"
"The Humanity Bureau",2017,"2010s","Science Fiction",4.62137665537263,6e+06,17544173,11544173,1.92402883333333,6.77815125038364,7.24413290119198,"Intermedia"
"John Wick: Chapter 3 - Parabellum",2019,"2010s","Action",7.39736224306946,5.5e+07,326709727,271709727,4.94017685454546,7.74036268949424,8.51416206474645,"Intermedia"
"Roma",2018,"2010s","Drama",7.59187847395715,1.5e+07,1140769,-13859231,-0.923948733333333,7.17609125905568,6.05719771086696,"Alta calidad + poco rentable"
"Wonka",2023,"2020s","Comedy",6.8960249968024,1.25e+08,634502312,509502312,4.076018496,8.09691001300806,8.80243320891616,"Intermedia"
"The Last Warrior",2017,"2010s","Fantasy",6.34981227199424,8250000,30060061,21810061,2.64364375757576,6.91645394854993,7.47798985755284,"Intermedia"
"Smallfoot",2018,"2010s","Family",6.59034155446408,8e+07,214115531,134115531,1.6764441375,7.90308998699194,8.33064817025084,"Intermedia"
"Angel Has Fallen",2019,"2010s","Action",6.39799087533748,4e+07,146661977,106661977,2.666549425,7.60205999132796,8.16631753497845,"Intermedia"
"Little Spirou",2017,"2010s","Comedy",5.69343099932229,9850941,3503943,-6346998,-0.644303726923144,6.99347771796847,6.5445570327167,"Baja calidad + poco rentable"
"Assassination Nation",2018,"2010s","Thriller",6.00642569810424,7e+06,2900000,-4100000,-0.585714285714286,6.84509804001426,6.46239799789896,"Intermedia"
"American Animals",2018,"2010s","Drama",6.9841019165438,3e+06,2847319,-152681,-0.0508936666666667,6.47712125471966,6.45443612614898,"Intermedia"
"1922",2017,"2010s","Horror",6.19942958540505,5e+06,2943477,-2056523,-0.4113046,6.69897000433602,6.46886064663295,"Intermedia"
"Boo 2! A Madea Halloween",2017,"2010s","Comedy",4.40521752687436,2.5e+07,48333932,23333932,0.93335728,7.39794000867204,7.68425212674331,"Baja calidad + poco rentable"
"Annette",2021,"2020s","Drama",6.29423828365349,15500000,3700000,-11800000,-0.761290322580645,7.19033169817029,6.56820172406699,"Intermedia"
"Iron Mask",2019,"2010s","Action",4.92476616275172,4.9e+07,8685794,-40314206,-0.822738897959184,7.69019608002851,6.93880952503494,"Baja calidad + poco rentable"
"The Man Who Invented Christmas",2017,"2010s","Drama",6.96262212700115,1.7e+07,8100000,-8900000,-0.523529411764706,7.23044892137827,6.90848501887865,"Intermedia"
"Don't Breathe 2",2021,"2020s","Thriller",6.00191035549454,1.5e+07,53785551,38785551,2.5857034,7.17609125905568,7.7306656220647,"Intermedia"
"Deadpool & Wolverine",2024,"2020s","Action",7.49753084426852,2e+08,1338073645,1138073645,5.690368225,8.30102999566398,9.12648001682265,"Intermedia"
"Free Guy",2021,"2020s","Comedy",7.0980296036034,1.1e+08,331526598,221526598,2.01387816363636,8.04139268515823,8.52051837708843,"Intermedia"
"Vice",2018,"2010s","Drama",7.19398819597265,6e+07,76100000,16100000,0.268333333333333,7.77815125038364,7.88138465677057,"Intermedia"
"The Bolshoi",2016,"2010s","Drama",6.49889529470897,6411831,4029886,-2381945,-0.371492168149784,6.80698206690502,6.60529276071401,"Intermedia"
"Don't Worry, He Won't Get Far on Foot",2018,"2010s","Comedy",6.78092650155247,3500000,4200000,7e+05,0.2,6.54406804435028,6.6232492903979,"Intermedia"
"The Post",2017,"2010s","Drama",7.19390289851622,5e+07,179769467,129769467,2.59538934,7.69897000433602,8.25471593078179,"Intermedia"
"The Ghazi Attack",2017,"2010s","Action",7.42025943343248,1900000,4300000,2400000,1.26315789473684,6.27875360095283,6.63346845557959,"Intermedia"
"Pandora",2016,"2010s","Thriller",6.64776897065323,13938145,30169000,16230855,1.16449175984322,7.14420497821891,7.47956091502486,"Intermedia"
"Thelma",2017,"2010s","Drama",6.88137219396568,5700000,1500000,-4200000,-0.736842105263158,6.75587485567249,6.17609125905568,"Intermedia"
"Adrift",2018,"2010s","Thriller",6.59329919870362,3.5e+07,59945012,24945012,0.712714628571429,7.54406804435028,7.77775305147156,"Intermedia"
"The Jungle Bunch",2017,"2010s","Adventure",5.68962224922236,7300000,12400000,5100000,0.698630136986301,6.86332286012046,7.09342168516223,"Baja calidad + poco rentable"
"Take Off",2017,"2010s","Drama",7.88495353599159,1300000,3100000,1800000,1.38461538461538,6.11394335230684,6.49136169383427,"Intermedia"
"Ayla: The Daughter of War",2017,"2010s","Drama",8.15772253222447,4200000,21107423,16907423,4.0255769047619,6.6232492903979,7.32443521363939,"Alta calidad + muy rentable"
"Spider-Man: Far From Home",2019,"2010s","Action",7.29816344626384,1.6e+08,1131927996,971927996,6.074549975,8.20411998265593,9.05381880146846,"Intermedia"
"Abominable",2019,"2010s","Family",6.98205741409576,7.5e+07,190304772,115304772,1.53739696,7.8750612633917,8.2794496786038,"Intermedia"
"The Suicide Squad",2021,"2020s","Action",7.19768823126418,1.85e+08,168717425,-16282575,-0.0880139189189189,8.26717172840301,8.22715993849041,"Intermedia"
"Creed II",2018,"2010s","Drama",7.09438698284584,5e+07,214200000,164200000,3.284,7.69897000433602,8.33081946649584,"Intermedia"
"Missing Link",2019,"2010s","Family",6.68268320433574,1e+08,26565710,-73434290,-0.7343429,8,7.42432142743422,"Intermedia"
"A Bad Moms Christmas",2017,"2010s","Comedy",5.60885122688468,2.8e+07,130560428,102560428,3.66287242857143,7.44715803134222,8.11581156510566,"Baja calidad + muy rentable"
"Double Lover",2017,"2010s","Romance",6.19714179471248,7110000,4248574,-2861426,-0.402450914205345,6.85186960072977,6.62824318702636,"Intermedia"
"Bombshell",2019,"2010s","Drama",6.79524397313088,3.2e+07,61404394,29404394,0.9188873125,7.50514997831991,7.78819944967007,"Intermedia"
"Downton Abbey",2019,"2010s","Drama",7.38245443022839,2e+07,194694725,174694725,8.73473625,7.30102999566398,8.28935418503607,"Intermedia"
"Proud Mary",2018,"2010s","Thriller",5.18492273484927,1.4e+07,21753365,7753365,0.553811785714286,7.14612803567824,7.33752644694099,"Baja calidad + poco rentable"
"The Sun Is Also a Star",2019,"2010s","Romance",5.92592494933211,9e+06,6800000,-2200000,-0.244444444444444,6.95424250943933,6.83250891270624,"Baja calidad + poco rentable"
"Let the Sunshine In",2017,"2010s","Comedy",6.01668652121301,2978000,4192590,1214590,0.407854264607119,6.47392469341616,6.62248239413652,"Intermedia"
"Wonder Park",2019,"2010s","Comedy",5.91763605649758,1e+08,119559110,19559110,0.1955911,8,8.07758267348394,"Baja calidad + poco rentable"
"The Personal History of David Copperfield",2019,"2010s","Comedy",6.39009492838233,15600000,11620337,-3979663,-0.255106602564103,7.19312459835446,7.06521872315914,"Intermedia"
"Black Adam",2022,"2020s","Action",6.10018415967535,2e+08,393452111,193452111,0.967260555,8.30102999566398,8.59489187978504,"Intermedia"
"Belle and Sebastian 3: The Last Chapter",2018,"2010s","Adventure",6.22802727660294,13500000,33895230,20395230,1.51075777777778,7.13033376849501,7.53013858521085,"Intermedia"
"I Can Only Imagine",2018,"2010s","Music",7.24548175014155,7e+06,86086881,79086881,11.2981258571429,6.84509804001426,7.93493697324907,"Intermedia"
"Terminator: Dark Fate",2019,"2010s","Science Fiction",6.19978779071334,1.85e+08,261119292,76119292,0.411455632432432,8.26717172840301,8.41683895952739,"Intermedia"
"Sanju",2018,"2010s","Drama",7.57862605157526,21918618,67414985,45496367,2.07569505522657,7.34081316779157,7.82875644222478,"Intermedia"
"Bhool Bhulaiyaa 2",2022,"2020s","Horror",5.71235208273803,8400000,3.2e+07,23600000,2.80952380952381,6.92427928606188,7.50514997831991,"Intermedia"
"The Monkey King 3",2018,"2010s","Adventure",5.71599697625969,8.7e+07,115089944,28089944,0.32287291954023,7.93951925261862,8.06103737874622,"Baja calidad + poco rentable"
"Sing 2",2021,"2020s","Family",7.28854303699301,8.5e+07,408402685,323402685,3.80473747058824,7.92941892571429,8.61108858864712,"Intermedia"
"Five Feet Apart",2019,"2010s","Romance",7.18906739391944,7e+06,92600000,85600000,12.2285714285714,6.84509804001426,7.96661098668193,"Intermedia"
"Monster Hunter",2020,"2020s","Action",5.21276349484926,6e+07,42145959,-17854041,-0.29756735,7.77815125038364,7.62475594033363,"Baja calidad + poco rentable"
"Serenity",2019,"2010s","Thriller",5.4151957435768,2.5e+07,14500000,-10500000,-0.42,7.39794000867204,7.16136800223498,"Baja calidad + poco rentable"
"1987: When the Day Comes",2017,"2010s","Drama",7.52462929450181,12308000,49380115,37072115,3.01203404289893,7.09018748757542,7.69355209701364,"Alta calidad + muy rentable"
